Team,Score,Overs,RPO,Inns,Result,Unnamed: 6,Opposition,Ground,Start Date,Unnamed: 10
England,267/3,20.0,13.35,1,won,,v West Indies,Tarouba,19 Dec 2023,
West Indies,192,15.3,12.38,2,lost,,v England,Tarouba,19 Dec 2023,
England,132,19.3,6.76,1,lost,,v West Indies,Tarouba,21 Dec 2023,
West Indies,133/6,19.2,6.87,2,won,,v England,Tarouba,21 Dec 2023,
Philippines,158/6,20.0,7.90,1,won,,v Indonesia,Bali,22 Dec 2023,
Indonesia,156/8,20.0,7.80,2,lost,,v Philippines,Bali,22 Dec 2023,
Philippines,106/9,20.0,5.30,1,lost,,v Indonesia,Bali,23 Dec 2023,
Indonesia,107/0,12.1,8.79,2,won,,v Philippines,Bali,23 Dec 2023,
Indonesia,140/8,20.0,7.00,1,won,,v Philippines,Bali,23 Dec 2023,
Philippines,120/9,20.0,6.00,2,lost,,v Indonesia,Bali,23 Dec 2023,
Indonesia,119,20.0,5.95,1,lost,,v Philippines,Bali,24 Dec 2023,
Philippines,123/2,7.5,15.70,2,won,,v Indonesia,Bali,24 Dec 2023,
Philippines,137/9,20.0,6.85,1,tied,,v Indonesia,Bali,24 Dec 2023,
Indonesia,137/9,20.0,6.85,2,tied,,v Philippines,Bali,24 Dec 2023,
Indonesia,123/8,20.0,6.15,1,lost,,v Philippines,Bali,26 Dec 2023,
Philippines,124/3,12.1,10.19,2,won,,v Indonesia,Bali,26 Dec 2023,
New Zealand,134/9,20.0,6.70,1,lost,,v Bangladesh,Napier,27 Dec 2023,
Bangladesh,137/5,18.4,7.33,2,won,,v New Zealand,Napier,27 Dec 2023,
Bangladesh,DNB,0.0,-,0,n/r,,v New Zealand,Mount Maunganui,29 Dec 2023,
New Zealand,72/2,11.0,6.54,1,n/r,,v Bangladesh,Mount Maunganui,29 Dec 2023,
Afghanistan,203/3,20.0,10.15,1,won,,v U.A.E.,Sharjah,29 Dec 2023,
U.A.E.,131/4,20.0,6.55,2,lost,,v Afghanistan,Sharjah,29 Dec 2023,
Bangladesh,110,19.2,5.68,1,lost,,v New Zealand,Mount Maunganui,31 Dec 2023,
New Zealand,95/5,14.4,6.47,2,won,,v Bangladesh,Mount Maunganui,31 Dec 2023,
U.A.E.,166/7,20.0,8.30,1,won,,v Afghanistan,Sharjah,31 Dec 2023,
Afghanistan,155,19.5,7.81,2,lost,,v U.A.E.,Sharjah,31 Dec 2023,
U.A.E.,126/9,20.0,6.30,1,lost,,v Afghanistan,Sharjah,2 Jan 2024,
Afghanistan,128/6,18.3,6.91,2,won,,v U.A.E.,Sharjah,2 Jan 2024,
Afghanistan,158/5,20.0,7.90,1,lost,,v India,Mohali,11 Jan 2024,
India,159/4,17.3,9.08,2,won,,v Afghanistan,Mohali,11 Jan 2024,
New Zealand,226/8,20.0,11.30,1,won,,v Pakistan,Auckland,12 Jan 2024,
Pakistan,180,18.0,10.00,2,lost,,v New Zealand,Auckland,12 Jan 2024,
New Zealand,194/8,20.0,9.70,1,won,,v Pakistan,Hamilton,14 Jan 2024,
Pakistan,173,19.3,8.87,2,lost,,v New Zealand,Hamilton,14 Jan 2024,
Afghanistan,172,20.0,8.60,1,lost,,v India,Indore,14 Jan 2024,
India,173/4,15.4,11.04,2,won,,v Afghanistan,Indore,14 Jan 2024,
Zimbabwe,143/5,20.0,7.15,1,lost,,v Sri Lanka,Colombo (RPS),14 Jan 2024,
Sri Lanka,144/7,20.0,7.20,2,won,,v Zimbabwe,Colombo (RPS),14 Jan 2024,
Sri Lanka,173/6,20.0,8.65,1,lost,,v Zimbabwe,Colombo (RPS),16 Jan 2024,
Zimbabwe,178/6,19.5,8.97,2,won,,v Sri Lanka,Colombo (RPS),16 Jan 2024,
New Zealand,224/7,20.0,11.20,1,won,,v Pakistan,Dunedin,17 Jan 2024,
Pakistan,179/7,20.0,8.95,2,lost,,v New Zealand,Dunedin,17 Jan 2024,
India,212/4,20.0,10.60,1,tied,,v Afghanistan,Bengaluru,17 Jan 2024,
Afghanistan,212/6,20.0,10.60,2,tied,,v India,Bengaluru,17 Jan 2024,
Zimbabwe,82,14.1,5.78,1,lost,,v Sri Lanka,Colombo (RPS),18 Jan 2024,
Sri Lanka,88/1,10.5,8.12,2,won,,v Zimbabwe,Colombo (RPS),18 Jan 2024,
Pakistan,158/5,20.0,7.90,1,lost,,v New Zealand,Christchurch,19 Jan 2024,
New Zealand,159/3,18.1,8.75,2,won,,v Pakistan,Christchurch,19 Jan 2024,
Pakistan,134/8,20.0,6.70,1,won,,v New Zealand,Christchurch,21 Jan 2024,
New Zealand,92,17.2,5.30,2,lost,,v Pakistan,Christchurch,21 Jan 2024,
Myanmar,72/8,20.0,3.60,1,lost,,v Cambodia,Bangkok,27 Jan 2024,
Cambodia,74/3,9.1,8.07,2,won,,v Myanmar,Bangkok,27 Jan 2024,
Cambodia,130/5,20.0,6.50,1,won,,v China,Bangkok,28 Jan 2024,
China,37,15.2,2.41,2,lost,,v Cambodia,Bangkok,28 Jan 2024,
China,74,19.3,3.79,1,lost,,v Myanmar,Bangkok,29 Jan 2024,
Myanmar,75/9,19.3,3.84,2,won,,v China,Bangkok,29 Jan 2024,
China,129/4,20.0,6.45,1,won,,v Myanmar,Bangkok,30 Jan 2024,
Myanmar,82/9,20.0,4.10,2,lost,,v China,Bangkok,30 Jan 2024,
Saudi Arabia,192/6,20.0,9.60,1,won,,v Cambodia,Bangkok,1 Feb 2024,
Cambodia,104,19.3,5.33,2,lost,,v Saudi Arabia,Bangkok,1 Feb 2024,
Indonesia,132/7,20.0,6.60,1,won,,v Bhutan,Bangkok,1 Feb 2024,
Bhutan,116,19.4,5.89,2,lost,,v Indonesia,Bangkok,1 Feb 2024,
Singapore,199/4,20.0,9.95,1,won,,v Maldives,Bangkok,2 Feb 2024,
Maldives,158/8,20.0,7.90,2,lost,,v Singapore,Bangkok,2 Feb 2024,
Japan,166/6,20.0,8.30,1,won,,v Thailand,Bangkok,2 Feb 2024,
Thailand,120,16.5,7.12,2,lost,,v Japan,Bangkok,2 Feb 2024,
Bhutan,89,18.5,4.72,1,lost,,v Saudi Arabia,Bangkok,3 Feb 2024,
Saudi Arabia,93/2,11.0,8.45,2,won,,v Bhutan,Bangkok,3 Feb 2024,
Indonesia,127/6,20.0,6.35,1,lost,,v Cambodia,Bangkok,3 Feb 2024,
Cambodia,132/4,19.2,6.82,2,won,,v Indonesia,Bangkok,3 Feb 2024,
Singapore,115/9,20.0,5.75,1,lost,,v Thailand,Bangkok,4 Feb 2024,
Thailand,116/3,18.1,6.38,2,won,,v Singapore,Bangkok,4 Feb 2024,
Japan,150/8,20.0,7.50,1,won,,v Maldives,Bangkok,4 Feb 2024,
Maldives,108,18.4,5.78,2,lost,,v Japan,Bangkok,4 Feb 2024,
Saudi Arabia,185/4,20.0,9.25,1,won,,v Indonesia,Bangkok,5 Feb 2024,
Indonesia,103/9,20.0,5.15,2,lost,,v Saudi Arabia,Bangkok,5 Feb 2024,
Cambodia,174/6,20.0,8.70,1,won,,v Bhutan,Bangkok,5 Feb 2024,
Bhutan,164/6,20.0,8.20,2,lost,,v Cambodia,Bangkok,5 Feb 2024,
Singapore,176/5,20.0,8.80,1,won,,v Japan,Bangkok,6 Feb 2024,
Japan,142/8,20.0,7.10,2,lost,,v Singapore,Bangkok,6 Feb 2024,
Maldives,127/7,20.0,6.35,1,lost,,v Thailand,Bangkok,6 Feb 2024,
Thailand,128/2,9.4,13.24,2,won,,v Maldives,Bangkok,6 Feb 2024,
Indonesia,131/8,20.0,6.55,1,lost,,v Thailand,Bangkok,7 Feb 2024,
Thailand,132/3,17.2,7.61,2,won,,v Indonesia,Bangkok,7 Feb 2024,
Maldives,137/8,20.0,6.85,1,won,,v Bhutan,Bangkok,7 Feb 2024,
Bhutan,105,18.2,5.72,2,lost,,v Maldives,Bangkok,7 Feb 2024,
Japan,97/8,20.0,4.85,1,lost,,v Saudi Arabia,Bangkok,9 Feb 2024,
Saudi Arabia,98/0,9.0,10.88,2,won,,v Japan,Bangkok,9 Feb 2024,
Singapore,109,20.0,5.45,1,lost,,v Cambodia,Bangkok,9 Feb 2024,
Cambodia,113/4,14.5,7.61,2,won,,v Singapore,Bangkok,9 Feb 2024,
Australia,213/7,20.0,10.65,1,won,,v West Indies,Hobart,9 Feb 2024,
West Indies,202/8,20.0,10.10,2,lost,,v Australia,Hobart,9 Feb 2024,
Japan,215/3,20.0,10.75,1,lost,,v Singapore,Bangkok,11 Feb 2024,
Singapore,216/2,19.2,11.17,2,won,,v Japan,Bangkok,11 Feb 2024,
Cambodia,147/5,20.0,7.35,1,lost,,v Saudi Arabia,Bangkok,11 Feb 2024,
Saudi Arabia,151/5,17.3,8.62,2,won,,v Cambodia,Bangkok,11 Feb 2024,
Australia,241/4,20.0,12.05,1,won,,v West Indies,Adelaide,11 Feb 2024,
West Indies,207/9,20.0,10.35,2,lost,,v Australia,Adelaide,11 Feb 2024,
Bhutan,70,18.0,3.88,1,lost,,v Thailand,Bangkok,12 Feb 2024,
Thailand,72/0,6.5,10.53,2,won,,v Bhutan,Bangkok,12 Feb 2024,
Saudi Arabia,186/6,20.0,9.30,1,won,,v Maldives,Bangkok,12 Feb 2024,
Maldives,88/8,20.0,4.40,2,lost,,v Saudi Arabia,Bangkok,12 Feb 2024,
Thailand,112/7,20.0,5.60,1,lost,,v Saudi Arabia,Bangkok,13 Feb 2024,
Saudi Arabia,115/5,16.1,7.11,2,won,,v Thailand,Bangkok,13 Feb 2024,
Bhutan,115/6,20.0,5.75,1,lost,,v Maldives,Bangkok,13 Feb 2024,
Maldives,119/1,14.3,8.20,2,won,,v Bhutan,Bangkok,13 Feb 2024,
West Indies,220/6,20.0,11.00,1,won,,v Australia,Perth,13 Feb 2024,
Australia,183/5,20.0,9.15,2,lost,,v West Indies,Perth,13 Feb 2024,
Hong Kong,171/5,20.0,8.55,1,won,,v China,Mong Kok,14 Feb 2024,
China,48/8,20.0,2.40,2,lost,,v Hong Kong,Mong Kok,14 Feb 2024,
Japan,179/5,20.0,8.95,1,lost,,v Hong Kong,Mong Kok,14 Feb 2024,
Hong Kong,184/3,16.1,11.38,2,won,,v Japan,Mong Kok,14 Feb 2024,
Japan,258/0,20.0,12.90,1,won,,v China,Mong Kok,15 Feb 2024,
China,78,16.5,4.63,2,lost,,v Japan,Mong Kok,15 Feb 2024,
Maldives,105,18.3,5.67,1,lost,,v Thailand,Bangkok,15 Feb 2024,
Thailand,109/2,13.0,8.38,2,won,,v Maldives,Bangkok,15 Feb 2024,
Hong Kong,155,19.4,7.88,1,won,,v Japan,Mong Kok,15 Feb 2024,
Japan,128,18.5,6.79,2,lost,,v Hong Kong,Mong Kok,15 Feb 2024,
Saudi Arabia,221/3,20.0,11.05,1,won,,v Bhutan,Bangkok,15 Feb 2024,
Bhutan,55,14.2,3.83,2,lost,,v Saudi Arabia,Bangkok,15 Feb 2024,
China,41,12.4,3.23,1,lost,,v Hong Kong,Mong Kok,16 Feb 2024,
Hong Kong,42/0,5.0,8.40,2,won,,v China,Mong Kok,16 Feb 2024,
Thailand,104/9,20.0,5.20,1,lost,,v Saudi Arabia,Bangkok,16 Feb 2024,
Saudi Arabia,108/2,11.2,9.52,2,won,,v Thailand,Bangkok,16 Feb 2024,
Japan,143,19.3,7.33,1,won,,v China,Mong Kok,16 Feb 2024,
China,99/8,20.0,4.95,2,lost,,v Japan,Mong Kok,16 Feb 2024,
Maldives,138/6,20.0,6.90,1,lost,,v Bhutan,Bangkok,16 Feb 2024,
Bhutan,141/6,19.2,7.29,2,won,,v Maldives,Bangkok,16 Feb 2024,
Hong Kong,219/7,20.0,10.95,1,won,,v Japan,Mong Kok,17 Feb 2024,
Japan,185/8,20.0,9.25,2,lost,,v Hong Kong,Mong Kok,17 Feb 2024,
Sri Lanka,160,19.0,8.42,1,won,,v Afghanistan,Dambulla,17 Feb 2024,
Afghanistan,156/9,20.0,7.80,2,lost,,v Sri Lanka,Dambulla,17 Feb 2024,
Sri Lanka,187/6,20.0,9.35,1,won,,v Afghanistan,Dambulla,19 Feb 2024,
Afghanistan,115,17.0,6.76,2,lost,,v Sri Lanka,Dambulla,19 Feb 2024,
New Zealand,215/3,20.0,10.75,1,lost,,v Australia,Wellington,21 Feb 2024,
Australia,216/4,20.0,10.80,2,won,,v New Zealand,Wellington,21 Feb 2024,
Afghanistan,209/5,20.0,10.45,1,won,,v Sri Lanka,Dambulla,21 Feb 2024,
Sri Lanka,206/6,20.0,10.30,2,lost,,v Afghanistan,Dambulla,21 Feb 2024,
Australia,174,19.5,8.77,1,won,,v New Zealand,Auckland,23 Feb 2024,
New Zealand,102,17.0,6.00,2,lost,,v Australia,Auckland,23 Feb 2024,
Australia,118/4,10.4,11.06,1,won,,v New Zealand,Auckland,25 Feb 2024,
New Zealand,98/3,10.0,9.80,2,lost,,v Australia,Auckland,25 Feb 2024,
Namibia,206/4,20.0,10.30,1,won,,v Nepal,Kirtipur,27 Feb 2024,
Nepal,186,18.5,9.87,2,lost,,v Namibia,Kirtipur,27 Feb 2024,
Hong Kong,172/8,20.0,8.60,1,won,,v Qatar,Doha,27 Feb 2024,
Qatar,162/7,20.0,8.10,2,lost,,v Hong Kong,Doha,27 Feb 2024,
Netherlands,184/4,20.0,9.20,1,won,,v Nepal,Kirtipur,28 Feb 2024,
Nepal,182/8,20.0,9.10,2,lost,,v Netherlands,Kirtipur,28 Feb 2024,
Netherlands,247/5,20.0,12.35,1,won,,v Namibia,Kirtipur,29 Feb 2024,
Namibia,188/7,20.0,9.40,2,lost,,v Netherlands,Kirtipur,29 Feb 2024,
Hong Kong,197/5,20.0,9.85,1,lost,,v Qatar,Doha,29 Feb 2024,
Qatar,200/6,19.1,10.43,2,won,,v Hong Kong,Doha,29 Feb 2024,
Nepal,180/8,20.0,9.00,1,won,,v Namibia,Kirtipur,1 Mar 2024,
Namibia,177/7,20.0,8.85,2,lost,,v Nepal,Kirtipur,1 Mar 2024,
Qatar,125,20.0,6.25,1,tied,,v Hong Kong,Doha,1 Mar 2024,
Hong Kong,125/8,20.0,6.25,2,tied,,v Qatar,Doha,1 Mar 2024,
Netherlands,120,19.3,6.15,1,lost,,v Nepal,Kirtipur,2 Mar 2024,
Nepal,121/4,15.2,7.89,2,won,,v Netherlands,Kirtipur,2 Mar 2024,
Netherlands,DNB,0.0,-,0,n/r,,v Namibia,Kirtipur,3 Mar 2024,
Namibia,98/4,15.0,6.53,1,n/r,,v Netherlands,Kirtipur,3 Mar 2024,
Sri Lanka,206/3,20.0,10.30,1,won,,v Bangladesh,Sylhet,4 Mar 2024,
Bangladesh,203/8,20.0,10.15,2,lost,,v Sri Lanka,Sylhet,4 Mar 2024,
Vanuatu,128/5,20.0,6.40,1,won,,v Tanzania,Kuala Lumpur,5 Mar 2024,
Tanzania,119,18.0,6.61,2,lost,,v Vanuatu,Kuala Lumpur,5 Mar 2024,
Kuwait,123,19.4,6.25,1,lost,,v Bahrain,Kuala Lumpur,5 Mar 2024,
Bahrain,99/2,12.4,7.81,2,won,,v Kuwait,Kuala Lumpur,5 Mar 2024,
Nepal,184/8,20.0,9.20,1,lost,,v Netherlands,Kirtipur,5 Mar 2024,
Netherlands,189/6,19.3,9.69,2,won,,v Nepal,Kirtipur,5 Mar 2024,
Tanzania,97/7,20.0,4.85,1,lost,,v Kuwait,Kuala Lumpur,6 Mar 2024,
Kuwait,103/5,17.1,6.00,2,won,,v Tanzania,Kuala Lumpur,6 Mar 2024,
Malaysia,148/7,20.0,7.40,1,won,,v Vanuatu,Kuala Lumpur,6 Mar 2024,
Vanuatu,96/9,20.0,4.80,2,lost,,v Malaysia,Kuala Lumpur,6 Mar 2024,
P.N.G.,136/6,20.0,6.80,1,lost,,v Oman,Al Amerat,6 Mar 2024,
Oman,137/7,19.3,7.02,2,won,,v P.N.G.,Al Amerat,6 Mar 2024,
Sri Lanka,165/5,20.0,8.25,1,lost,,v Bangladesh,Sylhet,6 Mar 2024,
Bangladesh,170/2,18.1,9.35,2,won,,v Sri Lanka,Sylhet,6 Mar 2024,
Malaysia,110/6,20.0,5.50,1,lost,,v Bahrain,Kuala Lumpur,7 Mar 2024,
Bahrain,112/1,16.5,6.65,2,won,,v Malaysia,Kuala Lumpur,7 Mar 2024,
Vanuatu,102/7,20.0,5.10,1,lost,,v Kuwait,Kuala Lumpur,7 Mar 2024,
Kuwait,105/2,13.1,7.97,2,won,,v Vanuatu,Kuala Lumpur,7 Mar 2024,
Oman,145/7,20.0,7.25,1,lost,,v P.N.G.,Al Amerat,7 Mar 2024,
P.N.G.,148/2,19.2,7.65,2,won,,v Oman,Al Amerat,7 Mar 2024,
P.N.G.,127/6,20.0,6.35,1,lost,,v Oman,Al Amerat,8 Mar 2024,
Oman,128/6,19.0,6.73,2,won,,v P.N.G.,Al Amerat,8 Mar 2024,
Kuwait,87,18.4,4.66,1,lost,,v Malaysia,Kuala Lumpur,9 Mar 2024,
Malaysia,88/3,13.4,6.43,2,won,,v Kuwait,Kuala Lumpur,9 Mar 2024,
Hong Kong,212/6,20.0,10.60,1,won,,v Nepal,Mong Kok,9 Mar 2024,
Nepal,139,16.4,8.34,2,lost,,v Hong Kong,Mong Kok,9 Mar 2024,
Bahrain,135/8,20.0,6.75,1,won,,v Tanzania,Kuala Lumpur,9 Mar 2024,
Tanzania,83,20.0,4.15,2,lost,,v Bahrain,Kuala Lumpur,9 Mar 2024,
Sri Lanka,174/7,20.0,8.70,1,won,,v Bangladesh,Sylhet,9 Mar 2024,
Bangladesh,146,19.4,7.42,2,lost,,v Sri Lanka,Sylhet,9 Mar 2024,
Bahrain,166/4,20.0,8.30,1,won,,v Vanuatu,Kuala Lumpur,10 Mar 2024,
Vanuatu,110,18.4,5.89,2,lost,,v Bahrain,Kuala Lumpur,10 Mar 2024,
Nepal,DNB,0.0,-,0,n/r,,v Hong Kong,Mong Kok,10 Mar 2024,
Hong Kong,65/2,8.0,8.12,1,n/r,,v Nepal,Mong Kok,10 Mar 2024,
Tanzania,83,18.2,4.52,1,lost,,v Malaysia,Kuala Lumpur,10 Mar 2024,
Malaysia,86/4,14.4,5.86,2,won,,v Tanzania,Kuala Lumpur,10 Mar 2024,
Vanuatu,106/7,20.0,5.30,1,lost,,v Kuwait,Kuala Lumpur,11 Mar 2024,
Kuwait,109/3,11.3,9.47,2,won,,v Vanuatu,Kuala Lumpur,11 Mar 2024,
Malaysia,77/9,20.0,3.85,1,lost,,v Bahrain,Kuala Lumpur,11 Mar 2024,
Bahrain,82/2,15.4,5.23,2,won,,v Malaysia,Kuala Lumpur,11 Mar 2024,
Scotland,147/8,20.0,7.35,1,lost,,v U.A.E.,Dubai (DICS),11 Mar 2024,
U.A.E.,149/2,17.4,8.43,2,won,,v Scotland,Dubai (DICS),11 Mar 2024,
Nepal,198/6,20.0,9.90,1,won,,v P.N.G.,Mong Kok,12 Mar 2024,
P.N.G.,113,16.1,6.98,2,lost,,v Nepal,Mong Kok,12 Mar 2024,
Hong Kong,121,18.3,6.54,1,lost,,v P.N.G.,Mong Kok,12 Mar 2024,
P.N.G.,124/0,12.4,9.78,2,won,,v Hong Kong,Mong Kok,12 Mar 2024,
P.N.G.,171/8,20.0,8.55,1,won,,v Nepal,Mong Kok,13 Mar 2024,
Nepal,85,16.3,5.15,2,lost,,v P.N.G.,Mong Kok,13 Mar 2024,
Scotland,121/8,20.0,6.05,1,won,,v U.A.E.,Dubai (DICS),13 Mar 2024,
U.A.E.,112/9,20.0,5.60,2,lost,,v Scotland,Dubai (DICS),13 Mar 2024,
Scotland,94,19.4,4.77,1,won,,v U.A.E.,Dubai (DICS),14 Mar 2024,
U.A.E.,62,15.2,4.04,2,lost,,v Scotland,Dubai (DICS),14 Mar 2024,
Ireland,149/6,20.0,7.45,1,won,,v Afghanistan,Sharjah,15 Mar 2024,
Afghanistan,111,18.4,5.94,2,lost,,v Ireland,Sharjah,15 Mar 2024,
P.N.G.,206/3,20.0,10.30,1,won,,v Malaysia,Kuala Lumpur,16 Mar 2024,
Malaysia,129/9,20.0,6.45,2,lost,,v P.N.G.,Kuala Lumpur,16 Mar 2024,
Malaysia,161/4,20.0,8.05,1,won,,v P.N.G.,Kuala Lumpur,17 Mar 2024,
P.N.G.,98,17.0,5.76,2,lost,,v Malaysia,Kuala Lumpur,17 Mar 2024,
Tanzania,131/6,20.0,6.55,1,won,,v Nigeria,Accra,17 Mar 2024,
Nigeria,84,18.3,4.54,2,lost,,v Tanzania,Accra,17 Mar 2024,
Uganda,169/7,20.0,8.45,1,won,,v Kenya,Accra,17 Mar 2024,
Kenya,97,16.4,5.82,2,lost,,v Uganda,Accra,17 Mar 2024,
Afghanistan,152/9,20.0,7.60,1,won,,v Ireland,Sharjah,17 Mar 2024,
Ireland,142/8,20.0,7.10,2,lost,,v Afghanistan,Sharjah,17 Mar 2024,
Namibia,121/7,20.0,6.05,1,lost,,v Nigeria,Accra,18 Mar 2024,
Nigeria,126/7,20.0,6.30,2,won,,v Namibia,Accra,18 Mar 2024,
Uganda,194/5,20.0,9.70,1,won,,v Ghana,Accra,18 Mar 2024,
Ghana,73,16.0,4.56,2,lost,,v Uganda,Accra,18 Mar 2024,
Afghanistan,155/7,20.0,7.75,1,won,,v Ireland,Sharjah,18 Mar 2024,
Ireland,98,17.2,5.65,2,lost,,v Afghanistan,Sharjah,18 Mar 2024,
Ghana,111,18.3,6.00,1,lost,,v Kenya,Accra,20 Mar 2024,
Kenya,115/3,11.1,10.29,2,won,,v Ghana,Accra,20 Mar 2024,
Tanzania,71/9,20.0,3.55,1,lost,,v Namibia,Accra,20 Mar 2024,
Namibia,72/3,12.3,5.76,2,won,,v Tanzania,Accra,20 Mar 2024,
Namibia,111/7,20.0,5.55,1,won,,v Uganda,Accra,21 Mar 2024,
Uganda,87/9,20.0,4.35,2,lost,,v Namibia,Accra,21 Mar 2024,
Uganda,206/6,20.0,10.30,1,won,,v Kenya,Accra,23 Mar 2024,
Kenya,100/9,20.0,5.00,2,lost,,v Uganda,Accra,23 Mar 2024,
Eswatini,182/9,20.0,9.10,1,won,,v Lesotho,Malkerns,29 Mar 2024,
Lesotho,127,18.1,6.99,2,lost,,v Eswatini,Malkerns,29 Mar 2024,
Eswatini,116,19.3,5.94,1,lost,,v Lesotho,Malkerns,29 Mar 2024,
Lesotho,117/4,18.3,6.32,2,won,,v Eswatini,Malkerns,29 Mar 2024,
Eswatini,86/8,12.0,7.16,1,lost,,v Lesotho,Malkerns,30 Mar 2024,
Lesotho,90/2,10.5,8.30,2,won,,v Eswatini,Malkerns,30 Mar 2024,
Eswatini,153/6,20.0,7.65,1,won,,v Lesotho,Malkerns,30 Mar 2024,
Lesotho,114,19.5,5.74,2,lost,,v Eswatini,Malkerns,30 Mar 2024,
Lesotho,127/9,20.0,6.35,1,lost,,v Eswatini,Malkerns,31 Mar 2024,
Eswatini,128/7,18.2,6.98,2,won,,v Lesotho,Malkerns,31 Mar 2024,
Oman,109/9,20.0,5.45,1,lost,,v Namibia,Al Amerat,1 Apr 2024,
Namibia,114/6,18.4,6.10,2,won,,v Oman,Al Amerat,1 Apr 2024,
Oman,137/7,20.0,6.85,1,won,,v Namibia,Al Amerat,2 Apr 2024,
Namibia,131/9,20.0,6.55,2,lost,,v Oman,Al Amerat,2 Apr 2024,
Namibia,101/8,20.0,5.05,1,lost,,v Oman,Al Amerat,4 Apr 2024,
Oman,104/2,11.1,9.31,2,won,,v Namibia,Al Amerat,4 Apr 2024,
Namibia,164/4,20.0,8.20,1,won,,v Oman,Al Amerat,5 Apr 2024,
Oman,140/9,20.0,7.00,2,lost,,v Namibia,Al Amerat,5 Apr 2024,
Namibia,212/3,20.0,10.60,1,won,,v Oman,Al Amerat,7 Apr 2024,
Oman,150,18.3,8.10,2,lost,,v Namibia,Al Amerat,7 Apr 2024,
Canada,132,20.0,6.60,1,lost,,v U.S.A.,Prairie View,7 Apr 2024,
U.S.A.,133/4,17.3,7.60,2,won,,v Canada,Prairie View,7 Apr 2024,
U.S.A.,230/3,20.0,11.50,1,won,,v Canada,Prairie View,9 Apr 2024,
Canada,199,19.4,10.11,2,lost,,v U.S.A.,Prairie View,9 Apr 2024,
Mexico,79,18.4,4.23,1,lost,,v Costa Rica,Guacima,11 Apr 2024,
Costa Rica,80/2,14.0,5.71,2,won,,v Mexico,Guacima,11 Apr 2024,
Oman,177/3,20.0,8.85,1,won,,v Bahrain,Al Amerat,12 Apr 2024,
Bahrain,174/8,20.0,8.70,2,lost,,v Oman,Al Amerat,12 Apr 2024,
Kuwait,178/8,20.0,8.90,1,lost,,v U.A.E.,Al Amerat,12 Apr 2024,
U.A.E.,179/3,17.3,10.22,2,won,,v Kuwait,Al Amerat,12 Apr 2024,
Malaysia,143/3,20.0,7.15,1,lost,,v Nepal,Al Amerat,12 Apr 2024,
Nepal,144/5,19.2,7.44,2,won,,v Malaysia,Al Amerat,12 Apr 2024,
Hong Kong,201/7,20.0,10.05,1,won,,v Qatar,Al Amerat,12 Apr 2024,
Qatar,175/8,20.0,8.75,2,lost,,v Hong Kong,Al Amerat,12 Apr 2024,
Mexico,104/6,20.0,5.20,1,won,,v Costa Rica,Guacima,12 Apr 2024,
Costa Rica,82,17.1,4.77,2,lost,,v Mexico,Guacima,12 Apr 2024,
U.S.A.,159/6,20.0,7.95,1,won,,v Canada,Prairie View,12 Apr 2024,
Canada,145/6,20.0,7.25,2,lost,,v U.S.A.,Prairie View,12 Apr 2024,
Mexico,106/5,20.0,5.30,1,won,,v Costa Rica,Guacima,12 Apr 2024,
Costa Rica,64,18.1,3.52,2,lost,,v Mexico,Guacima,12 Apr 2024,
Cambodia,141/5,20.0,7.05,1,lost,,v Kuwait,Al Amerat,13 Apr 2024,
Kuwait,144/2,11.2,12.70,2,won,,v Cambodia,Al Amerat,13 Apr 2024,
U.A.E.,236/6,20.0,11.80,1,won,,v Bahrain,Al Amerat,13 Apr 2024,
Bahrain,199/8,20.0,9.95,2,lost,,v U.A.E.,Al Amerat,13 Apr 2024,
Nepal,210/7,20.0,10.50,1,won,,v Qatar,Al Amerat,13 Apr 2024,
Qatar,178/9,20.0,8.90,2,lost,,v Nepal,Al Amerat,13 Apr 2024,
Malaysia,146/7,20.0,7.30,1,won,,v Saudi Arabia,Al Amerat,13 Apr 2024,
Saudi Arabia,134,19.1,6.99,2,lost,,v Malaysia,Al Amerat,13 Apr 2024,
Costa Rica,120/9,20.0,6.00,1,won,,v Mexico,Guacima,13 Apr 2024,
Mexico,78,18.0,4.33,2,lost,,v Costa Rica,Guacima,13 Apr 2024,
Canada,168/5,20.0,8.40,1,lost,,v U.S.A.,Prairie View,13 Apr 2024,
U.S.A.,169/6,19.4,8.59,2,won,,v Canada,Prairie View,13 Apr 2024,
Oman,154/6,11.0,14.00,1,won,,v Cambodia,Al Amerat,14 Apr 2024,
Cambodia,91/7,11.0,8.27,2,lost,,v Oman,Al Amerat,14 Apr 2024,
Jersey,195/5,20.0,9.75,1,lost,,v Spain,Cartagena,14 Apr 2024,
Spain,197/5,19.4,10.01,2,won,,v Jersey,Cartagena,14 Apr 2024,
Saudi Arabia,202/8,20.0,10.10,1,won,,v Hong Kong,Al Amerat,14 Apr 2024,
Hong Kong,147,18.5,7.80,2,lost,,v Saudi Arabia,Al Amerat,14 Apr 2024,
Jersey,141,19.5,7.10,1,lost,,v Spain,Cartagena,14 Apr 2024,
Spain,145/9,19.5,7.31,2,won,,v Jersey,Cartagena,14 Apr 2024,
Mexico,93/9,20.0,4.65,1,won,,v Costa Rica,Guacima,14 Apr 2024,
Costa Rica,35,11.1,3.13,2,lost,,v Mexico,Guacima,14 Apr 2024,
Hong Kong,114,17.5,6.39,1,lost,,v Nepal,Al Amerat,15 Apr 2024,
